DISCIPLINE;ASSO_NOM;DECLARATION EN PREFECTURE;AGREMENT JEUNESSE & SPORTS;AFFILIATION FEDERALE;PERS_INTERNET;EXTENSION;QUARTIERS;COMPLEXE;UNITE FONCTIONNELLE;NUMERO;RUE_LIBELLE;UF_CP;UF_Commune;COMPLEMENT;0-3ans;3-6ans;6-12ans;12-15ans;juniors16-20ans;adultes;séniors;handicapés;corpo;geolocalisation
BOXE FRANCAISE;TOULOUSE MULTI BOXE;;;31040.0;tmboxe.free.fr;;Sauzelong - Rangueil;ENSEMBLE RANGUEIL;COSEC RANGUEIL;27;Chemin du Canal;31400.0;TOULOUSE;Escalier 2;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.572931, 1.463274
savate;ASVEC Toulouse Mirail;;;;;;Mirail Université;COSEC MIRAIL;COSEC DU MIRAIL;6;Rue Ferdinand Laulanie;31100.0;TOULOUSE;BP 1373;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;
savate;ASVEC Toulouse Mirail;;;;;;Reynerie;ENSEMBLE SPORT EDUCAT REYNERIE;COSEC REYNERIE;7;Cheminement Jean-François Lesueur;31100.0;TOULOUSE;BP 1373;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;
savate;TOULOUSE MULTI BOXE;;;31040.0;tmboxe.free.fr;;Patte d'Oie;COMPLEXE PRIVÉ;Académie des Arts Martiaux de Toulouse;38;Avenue de Lombez;31300.0;TOULOUSE;Escalier 2;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;43.582, 1.448621
ski alpin;TCMS OMNISPORT - TOULOUSE CHEMINOT MARENGO SPORTS;;;;;;;Extérieurs de Toulouse;Les Pyrénées;;;;Dans les Pyrénées;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Oui;43.604268, 1.441019
ski de fond;CLUB ALPIN FRANCAIS DE TOULOUSE;;;3100.0;caftoulouse.free.fr;;;Extérieurs de Toulouse;Les Alpes;;;;Dans les Alpes;;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.604268, 1.441019
spéléologie;GROUPE SPELEOLOGIQUE DE TOULOUSE;;;;speleotoulouse.free.fr;;Saint Martin du Touch;COMPLEXE PRIVÉ;Espace Loisirs Arts Culture Airbus France;316;Route de Bayonne;31300.0;Toulouse;;Non;Non;Non;Non;Non;Oui;Non;Non;Non;43.568919, 1.423578
gymnastique artistique;ETOILE GYMNIQUE DE COLOMIERS;7830.0;15991.0;20031.035;etoilegymnique.fr;Bis;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Oui;Non;43.612602, 1.335509
BOULES LYONNAISES;AMICALE BOULISTE CROIX DAURADE;;;;;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;43.604268, 1.441019
BOULES LYONNAISES;ENTENTE SPORTIVE BOULISTE TOULOUSAINE;;;310110.0;;;Juncasse - Argoulets;MAIRIE ANNEXE ROSERAIE;BOULODROME COUVERT RENE CANNIZZO;8;Avenue du Parc;31500.0;TOULOUSE;;Non;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;43.621158, 1.47173
BALLET SUR GLACE;TOULOUSE CLUB DE PATINAGE;;;31003.0;toulouseclubpatinage.com;;Juncasse - Argoulets;LES ARGOULETS;PATINOIRE FRATERNITE;31;Avenue de l' Hers;31500.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.492469, 1.542317
BALLET SUR GLACE;TOULOUSE SPORTS DE GLACE;;;31002.0;www.tsgpatinage.com;;Juncasse - Argoulets;LES ARGOULETS;PATINOIRE FRATERNITE;31;Avenue de l' Hers;31500.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Non;Oui;Non;43.608324, 1.498483
patinage artistique;TOULOUSE SPORTS DE GLACE;;;31002.0;www.tsgpatinage.com;;Rangueil - CHR - Facultés;ENSEMBLE SPORTIF BELLEVUE;PATINOIRE BELLEVUE;86;Chemin de la Salade Ponsan;31400.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;
tae kwon do;Académie des Arts Martiaux de Toulouse;;;;;;Patte d'Oie;COMPLEXE PRIVÉ;Académie des Arts Martiaux de Toulouse;38;Avenue de Lombez;31300.0;TOULOUSE;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.591386, 1.347076
tae kwon do;Ecole d'Arts Martiaux;;;310521.0;teamtkd.free.fr;;Arnaud Bernard;LYCEE ST SERNIN MAISON MUTILE;GYMNASE SAINT SERNIN;1;Place Saint Sernin;31000.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.618824, 1.433018
tae kwon do;ECOLE TRADITIONNELLE DE TAEKWONDO;;;310056.0;;;;ENSEMBLE VALMY BELLEFONTAINE;SALLE 1 D'ARTS MARTIAUX VALMY;;;31100.0;TOULOUSE;Appt 671;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
tae kwon do;TOULOUSE CLUB MODERN SPORT;;;310981.0;;;Saint Aubin - Dupuy;ENSEMBLE LEO LAGRANGE;GYMNASE LEO LAGRANGE;54;Rue des Sept Troubadours;31000.0;TOULOUSE;;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;43.656548, 1.475132
Qi Gong;MIDI PYRENEES SHAOLIN SI WASHU QUAN - ECOLE SHI MIAOFENG;;;;shaolinmidipyrenees.org;;Matabiau;COMPLEXE PRIVÉ;Judo Olympia Gym;9;Rue Caffarelli;31000.0;Toulouse;;Non;Non;Non;Non;Non;Non;Non;Non;Non;43.608465, 1.450373
taï chi chuan/Qi Gong;DOUCEUR DE VIE;3/29137;;60910407.0;www.douceurdevie.com;;Bonnefoy;Nouveau Complexe Municipal;Espace Bonnefoy;4;Rue du Faubourg Bonnefoy;31500.0;TOULOUSE;;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;
taiso;TSUBAKI DOJO TOULOUSE KARATE;;;;www.tsubakidojo.fr;;Saint Aubin - Dupuy;ENSEMBLE LEO LAGRANGE;GYMNASE LEO LAGRANGE;54;Rue des Sept Troubadours;31000.0;TOULOUSE;Appt. 15;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.596669, 1.433897
tennis;ASSOCIATION SPORTIVE AIR FRANCE;W311001621;31AS479;;;Amicale Sportive Air France Industrie;;;;;;;;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;
tennis;ASVEC Toulouse Mirail;;;;;;Bellefontaine;ENSEMBLE VALMY BELLEFONTAINE;TENNIS VALMY;;Cheminement Guillaume et Joseph Bouton;31100.0;TOULOUSE;B.P.1373;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;43.559134, 1.398651
tennis;ROWING NOUVEAU;;;23310158.0;;;Ramier;COMPLEXE PRIVÉ;Rowing Nouveau;;Allée Alfred Mayssonnie;31400.0;Toulouse;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.590233, 1.436469
tennis;STADE TOULOUSAIN section TENNIS;;;23310080.0;stadetoulousain-tennis.asso.fr;;;;;;;;;;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;43.604268, 1.441019
tennis;TAC - Toulouse Athlétic Club;;;;tactennisclub.fr.st;;La Fourguette;Stade du TAC;Stade de Gironis;1;Rue de Gironis;31100.0;Toulouse;;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.564802, 1.414267
tennis;TCMS section TENNIS;303106.0;16076.0;23310165.0;tcms-tennis.clubeo.com;;Juncasse - Argoulets;Complexe du TCMS;Stade Surcouf;2;Avenue de l' Hers;31500.0;Toulouse;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Oui;43.613425, 1.478851
duathlon et triathlon;TOULOUSE TRIATHLON;321727.0;31AS649;12035.0;www.toulouse-tri.com;;Ramier;PARC DES SPORTS;PISCINE NAKACHE;7;Allée Gabriel Biénès;31400.0;TOULOUSE;Appt 1202;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;43.627001, 1.467113
VOLLEY BALL;SPACER'S TOAC-TUC VOLLEY-BALL;;;314739.0;www.spacerstoulouse.fr;Palais des sports;Barrière de Paris;ENSEMBLE SCOLAIRE TLSE LAUTREC;GYMNASE TOULOUSE LAUTREC;46;Impasse Barthe;31200.0;TOULOUSE;;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Oui;43.609004, 1.438261
VOLLEY BALL;TAC section VOLLEY-BALL;;;;;;La Fourguette;COMPLEXE SPORTIF DE GIRONIS;GYMNASE GIRONIS;35;Rue de Gironis;31100.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Oui;43.508691, 1.386001
YOGA;CYSO - Cercle de Yoga du Sud Ouest;W 313010402;;;www.cyso-yoga.org;;;CEAT;CEAT;;;31500.0;TOULOUSE;n°63 - les Mûriers;Non;Non;Non;Non;Non;Non;Non;Non;Non;43.604268, 1.441019
YOGA;YOGA TOLOSA;;;;www.yogatolosa.sitew.fr;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;43.604268, 1.441019
NATATION SYNCHRONISEE;TOULOUSE NAT SYNCHRO;W313004565;31AS286;2400314133.0;www.toulouse-natsynchro.fr;Complexe Sportif Léo Lagrange;Bellefontaine;ALBAN MINVILLE;PISCINE ALBAN MINVILLE;63;Allée de Bellefontaine;31100.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.608085, 1.426837
pelote basque;ASPTT section PELOTE BASQUE;;;658.0;dany.briot@orange.fr;;;;;;;;;;Non;Non;Non;Non;Non;Oui;Non;Non;Oui;43.604268, 1.441019
pelote basque;TCMS OMNISPORT - TOULOUSE CHEMINOT MARENGO SPORTS;;;;;;Juncasse - Argoulets;LES ARGOULETS;PELOTE BASQUE ARGOULETS;54;Rue Dinetard;31500.0;TOULOUSE;;Non;Non;Non;Non;Non;Oui;Non;Non;Non;43.604387, 1.512557
pelote basque;TOAC - TOULOUSE OLYMPIQUE AVIATION CLUB - OMNISPORT;;;;;;Juncasse - Argoulets;LES ARGOULETS;PELOTE BASQUE ARGOULETS;54;Rue Dinetard;31500.0;TOULOUSE;Fonbeauzard;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Oui;43.661128, 1.421865
pétanque;AMICALE BOULISTE DES PRADETTES;;;;andre.gaget@orange.fr;;Les Pradettes;GROUPE SCOL FERDINAND LESSEPS;BOULODROME DES PRADETTES;6;Rue Ferdinand de Lesseps;31100.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.578802, 1.383944
pétanque;AVENIR PETANQUE SAINT SIMON;;;105.0;;;Saint Simon;EQUIPEMENTS QUARTIER ST SIMON;BOULODROME COUVERT JEAN DANIEL SAINT SIMON;6;Rue du Cimetière Saint Simon;31100.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.556286, 1.382822
pétanque;CLUB PETANQUE CROIX DAURADE;;;124.0;;;Croix Daurade;ENSEMBLE CROIX DAURADE;BOULODROME COUVERT CROIX DAURADE;3;Rue Francis Lopez;31200.0;TOULOUSE;;Non;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;43.636286, 1.463419
pétanque;CLUB PETANQUE LA TERRASSE;;;;;;La Terrasse;ENSEMBLE DE LA TERRASSE;BOULODROME LA TERRASSE;;Impasse Eugène Trutat;31500.0;TOULOUSE;;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.583899, 1.485436
pétanque;CLUB PETANQUE LAPUJADE;W313010941;03102ET0284;31127.0;;;Croix Daurade;ENSEMBLE LAPUJADE;BOULODROME LAPUJADE BONNEFOY;;Chemin de Lapujade;31200.0;TOULOUSE;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.62646, 1.455816
pétanque;PETANQUE CLUB ANCELY;W313010788;;310142.0;;;Purpan;Nouveau Complexe Municipal;Boulodrome Ancely;28;Allée de la Limagne;31300.0;Toulouse;;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.619607, 1.398836
pétanque;PETANQUE CLUB COURS DILLON;W313003664;;144.0;;;Saint Cyprien;COURS DILLON;BOULODROME CAZABONNE;;Cours Dillon;31300.0;TOULOUSE;;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.593213, 1.435098
pétanque;PINEL PETANQUE CLUB;W313004565;31AS836;;;;Guilheméry;BATIMENTS SUR DOMAINE PUBLIC;BOULODROME PL PINEL;5;Place Marius Pinel;31500.0;TOULOUSE;;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;43.602706, 1.466438
roller;TOULOUSE ROLLER HOCKEY CLUB LES HOCKLINES;331879.0;31AS1195;1631011.0;www.hocklines.free.fr;;;ZONE DE LA RAMEE;GYMNASE LA RAMEE;;;31170.0;TOURNEFEUILLE;;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.583911, 1.342531
rugby à XIII;TOULOUSE JULES JULIEN BRONCOS XIII;3/24251;31AS678;31028.0;ustjj13@free.fr;;Empalot;ENSEMBLE ANDRE DASTE;STADE CORBARIEU;2;Avenue de Lattre de Tassigny;31400.0;TOULOUSE;STADE STRUXIANO;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.579532, 1.43726
rugby à XIII;TOULOUSE OVALIE XIII - LES ANGES;;;31014.0;;;Pont des Demoiselles;STADE PHILIPPE STRUXIANO;STADE PHILIPPE STRUXIANO;114;Avenue de Lespinet;31400.0;TOULOUSE;Complexe STRUXIANO;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;43.580005, 1.46692
rugby;ASCM - ASSOCIATION SPORTIVE ET CULTURELLE MONTAUDRAN;;;63094.0;;Centre Polyvalent de Montaudran;Montaudran Lespinet;GROUPE SCOLAIRE MONTAUDRAN;TERRAIN DE SPORT MONTAUDRAN;3;Impasse Gaston Genin;31400.0;TOULOUSE;;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.573964, 1.48466
rugby;FCTT - FOOTBALL CLUB TOAC TOEC;;;53745.0;www.fcttrugby.com;;Empalot;ENSEMBLE ANDRE DASTE;STADE CORBARIEU;2;Avenue de Lattre de Tassigny;31400.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Non;
rugby;TEC - Toulouse Electrogaz Club;;;;;;;;;;;;;;Non;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;43.604268, 1.441019
rugby;TOAC - TOULOUSE OLYMPIQUE AVIATION CLUB - OMNISPORT;;;;;;Casselardit;STADE DU TOEC;STADE DU TOEC;8;Rue Ernest Dufer;31300.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.633008, 1.443865
savate;TOULOUSE MULTI BOXE;;;31040.0;tmboxe.free.fr;;Sauzelong - Rangueil;ENSEMBLE RANGUEIL;COSEC RANGUEIL;27;Chemin du Canal;31400.0;TOULOUSE;Escalier 2;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;43.572931, 1.463274
ski de fond;CLUB ALPIN FRANCAIS DE TOULOUSE;;;3100.0;caftoulouse.free.fr;;;Extérieurs de Toulouse;Les Pyrénées;;;;Dans les Pyrénées;;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.604268, 1.441019
snowboard (surf des neiges);CLUB ALPIN FRANCAIS DE TOULOUSE;;;3100.0;caftoulouse.free.fr;;;Extérieurs de Toulouse;Les Pyrénées;;;;Dans les Pyrénées;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
DANSE SUR GLACE;TOULOUSE SPORTS DE GLACE;;;31002.0;www.tsgpatinage.com;;Juncasse - Argoulets;LES ARGOULETS;PATINOIRE FRATERNITE;31;Avenue de l' Hers;31500.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.608324, 1.498483
patinage artistique;TOULOUSE CLUB DE PATINAGE;;;31003.0;toulouseclubpatinage.com;;Juncasse - Argoulets;LES ARGOULETS;PATINOIRE FRATERNITE;31;Avenue de l' Hers;31500.0;TOULOUSE;;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;
patinage artistique;TOULOUSE SPORTS DE GLACE;;;31002.0;www.tsgpatinage.com;;Juncasse - Argoulets;LES ARGOULETS;PATINOIRE FRATERNITE;31;Avenue de l' Hers;31500.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.608324, 1.498483
tae kwon do;TOULOUSE CLUB TAEKWONDO 31;W313001667;31AS1539;310992.0;www.tct31.fr;;Faourette;ENSEMBLE LA FAOURETTE;GYMNASE LA FAOURETTE;18;Rue Paul Lambert;31100.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;43.578277, 1.414519
Qi Gong;BALMA SAINT EXUPERY 31;;;;www.bse31.com;;Juncasse - Argoulets;LES ARGOULETS;MAISON DU JUDO ARGOULETS;54;Rue Dinetard;31500.0;TOULOUSE;;Non;Non;Non;Non;Non;Non;Non;Non;Non;43.577522, 1.455107
taï chi chuan/Qi Gong;ASSOCIATION TAO;;;91.0;www.croixdepierreculture.free.fr;;;;;;;;;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
taï chi chuan/Qi Gong;DOJO EXPRESSION;303910.0;16048.0;310869.0;www.dojo-expression.com;;Château de L'Hers;COMPLEXE PRIVÉ;Dojo Expression;159;Avenue Raymond Naves;31500.0;Toulouse;;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;43.597682, 1.474807
taï chi chuan/Qi Gong;DOUCEUR DE VIE;3/29137;;60910407.0;www.douceurdevie.com;;Saint Cyprien;Prairie des filtres;Prairie des Filtres;;Cours Dillon;31300.0;Toulouse;;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.600201, 1.445164
taï chi chuan/Qi Gong;L'UNION DES ARTS;W313000506;31AS646;;www.uniondesarts.com;;Guilheméry;COMPLEXE PRIVÉ;L'Union des Arts;8;Rue Clément;31500.0;Toulouse;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.605744, 1.465466
taichindo;CENTRE DE TAICHINDO DE TOULOUSE;;;;;;Arnaud Bernard;LYCEE ST SERNIN MAISON MUTILE;GYMNASE SAINT SERNIN;1;Place Saint Sernin;31000.0;TOULOUSE;;Non;Non;Non;Non;Non;Oui;Oui;Oui;Non;43.618824, 1.433018
tennis;A S MACCABI TOULOUSE;;;23310749.0;www.maccabitoulouse.com;section tennis;Pont des Demoiselles;STADE DES HERBETTES;TENNIS DES HERBETTES;113;Avenue de Lespinet;31400.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.59651, 1.441252
tennis;A S MACCABI TOULOUSE;;;23310749.0;www.maccabitoulouse.com;section tennis;Sept Deniers;TENNIS DES PONTS JUMEAUX;TENNIS COUVERTS PONT JUMEAUX;32;Rue des Sports;31200.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.606054, 1.441105
tennis;ANCELY TENNIS CLUB;W313003071;31AS206;23310246.0;tennis.ancely.free.fr;;;;;;;;;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
tennis;EMULATION NAUTIQUE DE TOULOUSE;;;23310067.0;www.aviron-tennis.fr;;Ramier;COMPLEXE PRIVÉ;Emulation Nautique de Toulouse;;Allée Alfred Mayssonnie;31400.0;Toulouse;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.590233, 1.436469
tennis;TUC OMNISPORTS- Toulouse Université Club;;;23310086.0;www.tuc.asso.fr;;Rangueil - CHR - Facultés;ENSEMBLE SPORTIF BELLEVUE;TENNIS BELLEVUE;86;Chemin de la Salade Ponsan;31400.0;TOULOUSE;Stade Daniel FAUCHER;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;43.567271, 1.452519
parapente;TCMS OMNISPORT - TOULOUSE CHEMINOT MARENGO SPORTS;;;2175.0;;;;Extérieurs de Toulouse;Les Pyrénées;;;;Dans les Pyrénées;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
VOLLEY BALL;TOAC - TOULOUSE OLYMPIQUE AVIATION CLUB - OMNISPORT;;;314739.0;;;Sept Deniers;Complexe du TOAC;Gymnase Emile Dewoitine;20;Chemin de Garric;31200.0;Toulouse;;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.620162, 1.408135
YOGA;ATELIER DE PRATIQUE DE YOGA;333078.0;;;;;;;;;;;;;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;43.604268, 1.441019
YOGA;CYSO - Cercle de Yoga du Sud Ouest;W 313010402;;;www.cyso-yoga.org;;Les Pradettes;Nouveau Complexe Municipal;Maison de Quartier Les Pradettes;;Rue Ferdinand de Lesseps;;TOULOUSE;n°63 - les Mûriers;Non;Non;Non;Non;Non;Non;Non;Non;Non;43.578802, 1.383944
